#,Module,คำถาม (ลูกค้าแจ้ง),คำตอบ (มาตรฐาน)
84,Discharge Summary,ขยับแถบชื่อแพทย์ ให้เหมือนแบบเดิมได้ไหม อันนี้แบบเดิม ตอนที่ยังไม่อัพเดต,ส่วนนี้จะไม่สามารถขยับได้แล้วนะ เนื่องจากหากมีการลงข้อมูล audit รายการจะแสดงข้อมูลที่หน้ากระดาษไม่พอ
85,Discharge Summary,รบกวนสอบถาม หลังอัพเวอร์ชั่น พบว่ามีข้อมูลให้บันทึกเรื่องการAudit ท้ายแบบสรุปโรค เงื่อนไขที่เพิ่มเพื่อให้แพทย์เป็นผู้ Audit หรือเปล่า,ทางรพ.มีเจ้าหน้าที่คอยตรวจสอบความถูกต้องไหม หากมี เจ้าหน้าที่ ที่ทำหน้าที่ตรวจสอบสามารถลงชื่อ ที่ ผู้ audit ได้เลยนะ
86,Discharge Summary,สอบถามAdmin ใบสรุปเวชระเบียนผู้ป่วยในโดยแพทย์ ดึงมาจากไหน เพราะบางCase ไม่มีในแฟ้มเวชระเบียน,หากมีการบันทึกส่วนนี้เอกสารจะไปแสดงที่หน้าแฟ้มเวชระเบียน
87,Discharge Summary,ปริ้นหน้า summary แล้วคำวินิจฉัยในส่วนหัตถการ ออกมาซ้ำซ้อน ซึ่งข้างบนกรอบสีแดงมีก็อยู่แล้ว,แก้ไขเรียบร้อย
88,Discharge Summary,สามารถแก้การบันทึกลายเซ็นของหมอได้มั้ย an 670009447 ลายเซ็นไม่ตรงกับที่บันทึกไว้,แพทย์สามารถ log in แก้ไขได้เลยนะ
89,Discharge Summary,ขยายข้อความอีกได้ไหม,ในส่วนของข้อความหัตถการ “OPERATING ROOM PROCEDURES” ไม่สามารถขยายขนาดฟอนต์ได้เพิ่มเติม เนื่องจากติดข้อจำกัดของขนาดกรอบที่กำหนดไว้ในแบบฟอร์ม
90,Discharge Summary,ขออนุญาต พบแพทย์สรุปชาร์จแต่ช่อง Diag text ยังขึ้นแดง และแพทย์ auditor เข้าไป audit chart ไม่ได้ AN 680008622 รบกวนตรวจสอบด้วย,หากติ๊กถูกไม่แสดง จะต้องบันทึกส่วนนี้ให้มีประวัตินะ
91,Discharge Summary,"ถ้าเราจะดูประวัติของคนที่ D/C ไปแล้วว่าได้รายการอาหารอะไรบ้าง 
หรือ มีการรักษายังไงบ้าง ในneo hos ดูยังไง",ส่วนนี้ หากเลือกรายชื่อแล้วจะแสดงแฟ้มเวชระเบียนทั้งหมด
92,Discharge Summary,แก้ให้เปน4วันยังไง,แก้ไขเรียบร้อย
93,Discharge Summary,"เรา ปริ้นท์ หน้า D/C ถ้าได้ คน d/c จะทำงานง่ายขึ้น
แต่ว่า ขอ เป็น export เป็น file word หรือ excel",เดิมเคยมี เนื่องจากทางทีมเจอ error เลยปิดปุ่มปริ้นไว้ เมื่อทีมแก้ไขแล้วเสร็จทีมจะแจ้งอัพเดทให้คุณหมอทราบอีกครั้ง
